orth,freq,log_freq
hey,15,2.833213344
hi,6,2.079441542
hick,1,1.098612289
hid,6,2.079441542
hide,22,3.17805383
high,497,6.212606096
hike,4,1.791759469
hill,72,4.304065093
hilt,3,1.609437912
him,2619,7.871311203
hind,6,2.079441542
hinge,1,1.098612289
hint,9,2.397895273
hip,10,2.48490665
hir,1,1.098612289
his,6997,8.853522561
hiss,2,1.386294361
hit,115,4.762173935
hitch,5,1.945910149
hive,2,1.386294361
hoarse,5,1.945910149
hob,1,1.098612289
hog,3,1.609437912
hoist,1,1.098612289
hold,169,5.141663557
hole,58,4.094344562
home,547,6.308098442
hone,2,1.386294361
hong,11,2.564949357
hooch,1,1.098612289
hood,7,2.197224577
hoof,2,1.386294361
hook,5,1.945910149
hoop,3,1.609437912
hoot,9,2.397895273
hop,2,1.386294361
hope,178,5.192956851
horde,2,1.386294361
horn,31,3.496507561
hors,1,1.098612289
horse,117,4.779123493
hose,9,2.397895273
hoss,5,1.945910149
host,36,3.63758616
hot,130,4.882801923
hough,6,2.079441542
hound,7,2.197224577
house,591,6.385194399
hove,1,1.098612289
how,834,6.728628613
howl,4,1.791759469
hoy,1,1.098612289
hub,11,2.564949357
huck,1,1.098612289
huddle,4,1.791759469
hue,1,1.098612289
huff,10,2.48490665
hug,3,1.609437912
huge,54,4.025351691
hugh,9,2.397895273
hulk,2,1.386294361
hull,13,2.708050201
hum,5,1.945910149
hump,2,1.386294361
hun,2,1.386294361
hunch,7,2.197224577
hung,65,4.204692619
hunk,2,1.386294361
hunt,10,2.48490665
hurl,3,1.609437912
hurt,37,3.663561646
hush,4,1.791759469
hut,13,2.708050201
hymn,9,2.397895273
i,5173,8.551594618
i'm,268,5.598421959
i've,125,4.844187086
ice,45,3.850147602
ich,1,1.098612289
idle,13,2.708050201
if,2199,7.696667082
ike,4,1.791759469
ill,39,3.713572067
in,21341,9.968479096
inch,40,3.737669618
ind,2,1.386294361
ing,1,1.098612289
ink,7,2.197224577
inn,9,2.397895273
io,1,1.098612289
ion,6,2.079441542
is,10099,9.220389708
isle,5,1.945910149
ist,1,1.098612289
it,8756,9.077722847
it's,302,5.717027701
itch,5,1.945910149
its,1858,7.528331767
j,124,4.836281907
jab,1,1.098612289
jack,92,4.543294782
jade,1,1.098612289
jag,1,1.098612289
jail,21,3.135494216
jam,6,2.079441542
jane,35,3.610917913
jar,16,2.890371758
jaw,16,2.890371758
jay,15,2.833213344
jazz,99,4.615120517
jean,23,3.218875825
jeans,1,1.098612289
jee,1,1.098612289
jeep,16,2.890371758
jeff,3,1.609437912
jerk,2,1.386294361
jess,33,3.555348061
jesse,3,1.609437912
jest,1,1.098612289
jet,29,3.433987204
jew,26,3.33220451
jig,8,2.302585093
jo,6,2.079441542
joan,14,2.772588722
job,238,5.480638923
joe,55,4.043051268
joey,2,1.386294361
john,362,5.897153868
join,65,4.204692619
joint,39,3.713572067
joke,22,3.17805383
jolt,4,1.791759469
joss,1,1.098612289
jostle,1,1.098612289
jot,1,1.098612289
joust,1,1.098612289
jowl,2,1.386294361
joy,40,3.737669618
judge,77,4.369447852
jug,6,2.079441542
juice,11,2.564949357
juke,2,1.386294361
jump,24,3.258096538
#VALUE!,34121,10.43772692
jungle,20,3.091042453
junk,8,2.302585093
just,872,6.773080376
k,20,3.091042453
kale,1,1.098612289
kan,3,1.609437912
kant,2,1.386294361
keel,6,2.079441542
keen,11,2.564949357
keep,264,5.583496309
keg,2,1.386294361
kelp,2,1.386294361
ken,12,2.63905733
kept,186,5.236441963
kern,8,2.302585093
key,88,4.49980967
keyed,3,1.609437912
keys,34,3.583518938
khan,2,1.386294361
kiang,1,1.098612289
kick,16,2.890371758
kid,61,4.143134726
kill,63,4.17438727
kin,2,1.386294361
kind,313,5.752572639
king,88,4.49980967
kirk,1,1.098612289
kiss,17,2.944438979
kit,2,1.386294361
kite,1,1.098612289
knack,4,1.791759469
knead,1,1.098612289
knee,35,3.610917913
kneel,5,1.945910149
knelt,8,2.302585093
knew,395,5.983936281
knife,76,4.356708827
knight,18,2.995732274
knit,10,2.48490665
knob,2,1.386294361
knock,15,2.833213344
knoll,2,1.386294361
knot,8,2.302585093
know,683,6.529418838
known,245,5.509388337
kob,1,1.098612289
ky,2,1.386294361
l,55,4.043051268
la,61,4.143134726
lab,3,1.609437912
lace,7,2.197224577
lack,110,4.718498871
lad,6,2.079441542
lag,3,1.609437912
laid,77,4.369447852
lain,4,1.791759469
lake,54,4.025351691
lamb,7,2.197224577
lame,2,1.386294361
lamp,18,2.995732274
lance,3,1.609437912
land,217,5.38907173
lane,30,3.465735903
lang,1,1.098612289
lap,19,3.044522438
lapse,6,2.079441542
lard,4,1.791759469
large,361,5.894402834
lark,2,1.386294361
las,5,1.945910149
lash,6,2.079441542
lass,2,1.386294361
last,676,6.519147288
latch,5,1.945910149
late,179,5.198497031
lath,2,1.386294361
lathe,1,1.098612289
laugh,28,3.401197382
launch,10,2.48490665
law,299,5.707110265
lawn,15,2.833213344
lax,3,1.609437912
lay,139,4.94875989
layer,12,2.63905733
laying,12,2.63905733
laze,1,1.098612289
le,14,2.772588722
lead,129,4.875197323
leads,33,3.555348061
leaf,12,2.63905733
league,69,4.262679877
leak,2,1.386294361
lean,20,3.091042453
leap,14,2.772588722
leapt,2,1.386294361
lear,4,1.791759469
learn,84,4.454347296
lease,10,2.48490665
leash,3,1.609437912
least,343,5.843544417
leave,205,5.332718793
led,132,4.8978398
ledge,6,2.079441542
lee,34,3.583518938
lees,1,1.098612289
leet,1,1.098612289
left,480,6.177944114
leg,58,4.094344562
lend,14,2.772588722
length,116,4.770684624
lens,12,2.63905733
lent,5,1.945910149
leon,5,1.945910149
les,3,1.609437912
less,438,6.086774727
lest,17,2.944438979
let,384,5.955837369
letch,19,3.044522438
lew,4,1.791759469
lewd,3,1.609437912
lice,2,1.386294361
lick,3,1.609437912
lid,19,3.044522438
lie,59,4.110873864
lien,2,1.386294361
lieu,5,1.945910149
life,715,6.575075841
lift,23,3.218875825
light,333,5.814130532
lights,47,3.891820298
like,1290,7.163946684
lilt,1,1.098612289
limb,5,1.945910149
lime,13,2.708050201
limp,12,2.63905733
line,298,5.703782475
link,16,2.890371758
links,7,2.197224577
lint,4,1.791759469
lion,17,2.944438979
lip,18,2.995732274
lisle,1,1.098612289
liss,1,1.098612289
list,133,4.905274778
lit,17,2.944438979
lithe,4,1.791759469
little,831,6.725033642
live,177,5.187385806
lo,22,3.17805383
load,45,3.850147602
loaf,4,1.791759469
loan,46,3.871201011
loath,3,1.609437912
lob,1,1.098612289
lobe,3,1.609437912
lock,23,3.218875825
lodge,19,3.044522438
loft,2,1.386294361
log,11,2.564949357
loin,1,1.098612289
lond,1,1.098612289
lone,8,2.302585093
long,755,6.629363253
look,399,5.993961427
loom,6,2.079441542
loon,2,1.386294361
loop,21,3.135494216
loose,53,4.007333185
loot,3,1.609437912
lop,1,1.098612289
lope,2,1.386294361
lord,93,4.553876892
lore,7,2.197224577
lose,58,4.094344562
loss,86,4.477336814
lost,173,5.164785974
lot,127,4.859812404
loud,20,3.091042453
lounge,9,2.397895273
louse,3,1.609437912
louvre,2,1.386294361
love,232,5.455321115
low,174,5.170483995
lown,1,1.098612289
loy,1,1.098612289
loyal,18,2.995732274
luck,47,3.891820298
lug,2,1.386294361
luke,3,1.609437912
lull,2,1.386294361
lump,7,2.197224577
lunch,33,3.555348061
lung,16,2.890371758
lunge,4,1.791759469
lunged,4,1.791759469
lurch,3,1.609437912
lure,7,2.197224577
lurk,1,1.098612289
lush,5,1.945910149
lust,5,1.945910149
lustre,2,1.386294361
lute,1,1.098612289
lying,36,3.63758616
lymph,2,1.386294361
lynn,5,1.945910149
lyon,3,1.609437912
m,84,4.454347296
ma,19,3.044522438
ma'am,5,1.945910149
mac,1,1.098612289
mack,1,1.098612289
mad,39,3.713572067
made,1125,7.027314514
mag,1,1.098612289
maid,31,3.496507561
mail,47,3.891820298
main,119,4.795790546
mains,1,1.098612289
make,794,6.679599186
male,37,3.663561646
mall,3,1.609437912
malt,1,1.098612289
man,1207,7.097548851
manse,1,1.098612289
map,13,2.708050201
#VALUE!,43531,10.68127455
marble,21,3.135494216
#VALUE!,43526,10.68115969
march,120,4.804021045
mare,16,2.890371758
mark,83,4.442651256
mars,21,3.135494216
marsh,4,1.791759469
mart,2,1.386294361
mash,1,1.098612289
mask,9,2.397895273
masque,1,1.098612289
mass,110,4.718498871
mast,6,2.079441542
mat,5,1.945910149
match,41,3.761200116
mate,21,3.135494216
math,4,1.791759469
matt,3,1.609437912
mauve,1,1.098612289
maw,2,1.386294361
may,1400,7.245655068
maybe,134,4.912654886
mayor,38,3.688879454
maze,6,2.079441542
me,1181,7.075808864
mead,2,1.386294361
meal,30,3.465735903
mean,199,5.303304908
means,310,5.743003188
meant,100,4.624972813
meat,45,3.850147602
meek,10,2.48490665
meet,148,5.010635294
meg,2,1.386294361
meld,1,1.098612289
melt,4,1.791759469
mem,1,1.098612289
men,763,6.639875834
mend,2,1.386294361
merce,1,1.098612289
mere,47,3.891820298
merge,10,2.48490665
merle,1,1.098612289
mesh,4,1.791759469
mess,22,3.17805383
messrs,3,1.609437912
met,132,4.8978398
metre,1,1.098612289
mettle,2,1.386294361
mew,1,1.098612289
mi,3,1.609437912
mice,10,2.48490665
mid,2,1.386294361
middle,118,4.787491743
midge,4,1.791759469
midst,19,3.044522438
mien,1,1.098612289
mig,1,1.098612289
might,672,6.513230111
mike,91,4.532599493
mil,1,1.098612289
mild,14,2.772588722
mile,48,3.912023005
milk,49,3.931825633
mill,11,2.564949357
milt,2,1.386294361
mince,1,1.098612289
mind,325,5.789960171
mine,59,4.110873864
mingle,2,1.386294361
mink,5,1.945910149
mint,7,2.197224577
mirth,2,1.386294361
miss,258,5.560681631
mist,14,2.772588722
mite,1,1.098612289
mix,13,2.708050201
mo,8,2.302585093
moan,1,1.098612289
mob,10,2.48490665
mock,8,2.302585093
mode,21,3.135494216
moist,11,2.564949357
mold,45,3.850147602
mole,4,1.791759469
moll,5,1.945910149
mom,3,1.609437912
monde,2,1.386294361
monk,16,2.890371758
mont,2,1.386294361
month,130,4.882801923
mood,37,3.663561646
moon,60,4.127134385
moors,2,1.386294361
moot,1,1.098612289
mop,3,1.609437912
mops,1,1.098612289
more,2216,7.704361168
morgue,1,1.098612289
morse,29,3.433987204
mort,2,1.386294361
mosk,3,1.609437912
mosque,10,2.48490665
moss,9,2.397895273
most,1160,7.057897937
mot,1,1.098612289
moth,1,1.098612289
mould,1,1.098612289
mound,11,2.564949357
mount,26,3.33220451
mourn,2,1.386294361
mouse,10,2.48490665
mouth,103,4.65396035
move,171,5.153291594
much,937,6.844815479
muck,1,1.098612289
mud,32,3.526360525
muff,1,1.098612289
mug,1,1.098612289
muir,1,1.098612289
mulch,6,2.079441542
mule,4,1.791759469
mum,1,1.098612289
mumble,1,1.098612289
munch,1,1.098612289
muscle,42,3.784189634
muse,4,1.791759469
must,1013,6.922643891
mute,3,1.609437912
my,1319,7.186144305
myrrh,2,1.386294361
myth,35,3.610917913
n,41,3.761200116
nab,1,1.098612289
nae,1,1.098612289
nail,6,2.079441542
naive,7,2.197224577
nam,13,2.708050201
name,294,5.690359454
nap,4,1.791759469
naught,2,1.386294361
nay,2,1.386294361
ne,1,1.098612289
neal,4,1.791759469
near,198,5.298317367
neat,21,3.135494216
neck,81,4.418840608
need,360,5.891644212
needle,15,2.833213344
needs,152,5.036952602
nerve,12,2.63905733
nest,20,3.091042453
net,34,3.583518938
new,1635,7.400620577
news,102,4.644390899
newt,8,2.302585093
next,394,5.981414211
nice,75,4.343805422
niche,3,1.609437912
nick,25,3.295836866
niece,8,2.302585093
nigh,1,1.098612289
night,411,6.023447593
nil,1,1.098612289
nine,81,4.418840608
ninth,20,3.091042453
niobe,1,1.098612289
nip,3,1.609437912
no,2201,7.697575347
nob,1,1.098612289
noble,23,3.218875825
nod,12,2.63905733
noise,37,3.663561646
noll,1,1.098612289
non,10,2.48490665
nonce,1,1.098612289
none,108,4.700480366
noon,25,3.295836866
noose,3,1.609437912
nope,1,1.098612289
nor,195,5.283203729
norm,10,2.48490665
north,206,5.33753808
nose,60,4.127134385
not,4609,8.436200032
notch,6,2.079441542
note,127,4.859812404
noun,1,1.098612289
#VALUE!,43790,10.68720643
now,1314,7.182352112
nuance,1,1.098612289
nude,20,3.091042453
nudge,2,1.386294361
null,13,2.708050201
numb,4,1.791759469
nun,2,1.386294361
nurse,17,2.944438979
nut,15,2.833213344
nymph,1,1.098612289
o,55,4.043051268
oak,15,2.833213344
oath,6,2.079441542
och,2,1.386294361
#VALUE!,43762,10.68656684
odd,44,3.828641396
odds,14,2.772588722
of,36411,10.50268113
off,639,6.463029457
oft,1,1.098612289
oh,119,4.795790546
oil,93,4.553876892
old,660,6.495265556
on,6742,8.8164085
once,499,6.216606101
one,3292,8.099857911
ooze,2,1.386294361
or,4207,8.344980369
orb,1,1.098612289
ore,3,1.609437912
os,1,1.098612289
ought,68,4.248495242
ounce,3,1.609437912
our,1252,7.134093721
oust,3,1.609437912
out,2096,7.648739789
owe,10,2.48490665
owl,2,1.386294361
own,772,6.651571874
ox,5,1.945910149
oz,2,1.386294361
p,83,4.442651256
pa,32,3.526360525
pace,43,3.80666249
pack,25,3.295836866
pact,5,1.945910149
pad,8,2.302585093
page,66,4.219507705
pah,4,1.791759469
paid,145,4.990432587
pail,4,1.791759469
pain,88,4.49980967
paint,37,3.663561646
pair,50,3.951243719
pal,2,1.386294361
pale,58,4.094344562
pall,4,1.791759469
palm,22,3.17805383
pam,8,2.302585093
pan,16,2.890371758
pane,3,1.609437912
pants,9,2.397895273
pap,1,1.098612289
par,13,2.708050201
pare,2,1.386294361
park,94,4.564348191
part,500,6.21860012
pas,6,2.079441542
pass,89,4.510859507
past,281,5.645446898
paste,10,2.48490665
pat,35,3.610917913
patch,13,2.708050201
pate,2,1.386294361
path,44,3.828641396
paul,38,3.688879454
paunch,2,1.386294361
pause,21,3.135494216
pave,2,1.386294361
paw,3,1.609437912
pawn,2,1.386294361
pax,1,1.098612289
pay,172,5.159055299
peace,198,5.298317367
peach,3,1.609437912
peak,16,2.890371758
peal,1,1.098612289
pear,6,2.079441542
pearl,9,2.397895273
pebble,1,1.098612289
peck,5,1.945910149
pee,3,1.609437912
peel,3,1.609437912
peep,2,1.386294361
peer,8,2.302585093
peg,4,1.791759469
pen,18,2.995732274
pens,2,1.386294361
people,847,6.744059186
per,371,5.92157842
perch,1,1.098612289
perk,1,1.098612289
perse,2,1.386294361
pert,2,1.386294361
pest,4,1.791759469
pet,8,2.302585093
phase,72,4.304065093
phi,2,1.386294361
phloem,1,1.098612289
phone,54,4.025351691
phrase,34,3.583518938
pi,3,1.609437912
pick,55,4.043051268
pie,14,2.772588722
piece,129,4.875197323
pier,3,1.609437912
pierce,6,2.079441542
pig,8,2.302585093
pike,41,3.761200116
pile,25,3.295836866
pill,15,2.833213344
pimp,3,1.609437912
pin,16,2.890371758
pinch,6,2.079441542
pine,14,2.772588722
pink,48,3.912023005
pint,13,2.708050201
pip,23,3.218875825
pipe,20,3.091042453
pique,2,1.386294361
piss,1,1.098612289
pit,14,2.772588722
pitch,22,3.17805383
pith,1,1.098612289
place,571,6.350885717
plague,6,2.079441542
plaid,1,1.098612289
plain,48,3.912023005
plan,205,5.332718793
plane,114,4.753590191
plank,7,2.197224577
plant,125,4.844187086
plate,22,3.17805383
play,200,5.308267697
playing,101,4.634728988
plea,11,2.564949357
plead,5,1.945910149
please,62,4.158883083
pledge,3,1.609437912
plight,7,2.197224577
plod,1,1.098612289
plot,37,3.663561646
pluck,2,1.386294361
plug,23,3.218875825
plum,1,1.098612289
plumb,5,1.945910149
plume,2,1.386294361
plump,4,1.791759469
plunge,5,1.945910149
plus,72,4.304065093
plush,3,1.609437912
po,3,1.609437912
poach,1,1.098612289
pod,3,1.609437912
poem,48,3.912023005
point,395,5.983936281
poise,6,2.079441542
poke,1,1.098612289
pole,18,2.995732274
poll,9,2.397895273
pomp,1,1.098612289
pond,25,3.295836866
pons,4,1.791759469
poodle,2,1.386294361
pool,111,4.727387819
poor,113,4.744932128
pop,8,2.302585093
pope,40,3.737669618
porch,43,3.80666249
pore,2,1.386294361
pork,10,2.48490665
port,21,3.135494216
pose,11,2.564949357
post,84,4.454347296
pot,28,3.401197382
pouch,2,1.386294361
pound,28,3.401197382
pour,9,2.397895273
pout,1,1.098612289
praise,17,2.944438979
pram,1,1.098612289
prank,1,1.098612289
pray,12,2.63905733
praying,3,1.609437912
preach,8,2.302585093
preamble,4,1.791759469
prep,2,1.386294361
press,127,4.859812404
prey,7,2.197224577
price,108,4.700480366
prick,2,1.386294361
pride,42,3.784189634
priest,16,2.890371758
prim,1,1.098612289
prime,45,3.850147602
prince,33,3.555348061
print,18,2.995732274
prize,28,3.401197382
pro,16,2.890371758
probe,6,2.079441542
prod,2,1.386294361
prompt,11,2.564949357
prone,14,2.772588722
proof,40,3.737669618
prop,7,2.197224577
prose,14,2.772588722
proud,50,3.951243719
prove,53,4.007333185
prow,1,1.098612289
prowl,2,1.386294361
prune,1,1.098612289
pry,6,2.079441542
psalm,4,1.791759469
psyche,7,2.197224577
pub,1,1.098612289
puff,1,1.098612289
puke,1,1.098612289
pull,51,3.970291914
pulp,5,1.945910149
pulse,9,2.397895273
pump,11,2.564949357
pun,1,1.098612289
punch,5,1.945910149
punk,2,1.386294361
pup,2,1.386294361
pure,56,4.060443011
purge,2,1.386294361
purse,14,2.772588722
push,37,3.663561646
put,437,6.084499413
putt,7,2.197224577
q,2,1.386294361
qua,2,1.386294361
quack,9,2.397895273
quaint,12,2.63905733
quake,2,1.386294361
quart,3,1.609437912
quartz,1,1.098612289
queen,41,3.761200116
queer,6,2.079441542
quelch,1,1.098612289
quell,3,1.609437912
quench,1,1.098612289
quest,16,2.890371758
quick,68,4.248495242
quill,9,2.397895273
quince,2,1.386294361
quint,11,2.564949357
quirk,1,1.098612289
quirt,8,2.302585093
quit,15,2.833213344
quite,281,5.645446898
quits,1,1.098612289
quiz,2,1.386294361
quod,1,1.098612289
quote,17,2.944438979
r,66,4.219507705
rabble,2,1.386294361
race,103,4.65396035
rack,9,2.397895273
raft,4,1.791759469
rag,10,2.48490665
rage,16,2.890371758
raid,10,2.48490665
rail,16,2.890371758
rain,70,4.276666119
raise,52,3.988984047
rake,11,2.564949357
ram,2,1.386294361
ramp,6,2.079441542
ran,134,4.912654886
ranch,27,3.36729583
rand,1,1.098612289
rang,21,3.135494216
range,160,5.087596335
rank,24,3.258096538
rap,2,1.386294361
rape,5,1.945910149
rapt,1,1.098612289
rare,41,3.761200116
rash,1,1.098612289
rasp,2,1.386294361
rat,6,2.079441542
rate,209,5.351858133
raw,43,3.80666249
ray,19,3.044522438
re,2,1.386294361
reach,106,4.682131227
read,173,5.164785974
real,260,5.568344504
realm,19,3.044522438
reap,3,1.609437912
rear,51,3.970291914
red,197,5.293304825
reed,5,1.945910149
reef,11,2.564949357
reek,2,1.386294361
reel,2,1.386294361
reich,6,2.079441542
reign,7,2.197224577
rein,3,1.609437912
reins,9,2.397895273
rend,1,1.098612289
rent,21,3.135494216
rep,13,2.708050201
reps,3,1.609437912
rest,163,5.105945474
retch,1,1.098612289
rev,33,3.555348061
rex,5,1.945910149
rheum,1,1.098612289
rhine,7,2.197224577
rhyme,3,1.609437912
rib,1,1.098612289
rice,33,3.555348061
rich,74,4.33073334
rid,19,3.044522438
ride,49,3.931825633
ridge,18,2.995732274
riffle,1,1.098612289
rift,1,1.098612289
rig,5,1.945910149
right,613,6.421622268
rim,5,1.945910149
rime,1,1.098612289
ring,47,3.891820298
rink,2,1.386294361
rinse,6,2.079441542
rip,6,2.079441542
ripe,14,2.772588722
ripple,5,1.945910149
rise,102,4.644390899
risk,54,4.025351691
rite,8,2.302585093
roach,2,1.386294361
road,197,5.293304825
roam,6,2.079441542
roar,13,2.708050201
roast,10,2.48490665
rob,19,3.044522438
robe,6,2.079441542
rock,75,4.343805422
rod,18,2.995732274
rode,40,3.737669618
roe,1,1.098612289
rogue,1,1.098612289
role,104,4.663439094
roll,35,3.610917913
rome,70,4.276666119
romp,1,1.098612289
roof,59,4.110873864
room,383,5.953243334
roost,1,1.098612289
root,30,3.465735903
rope,15,2.833213344
rose,86,4.477336814
ross,11,2.564949357
rot,8,2.302585093
rouge,7,2.197224577
rough,41,3.761200116
round,81,4.418840608
rouse,2,1.386294361
route,43,3.80666249
rove,1,1.098612289
row,35,3.610917913
royal,48,3.912023005
rub,6,2.079441542
rubble,1,1.098612289
rude,6,2.079441542
rue,6,2.079441542
rug,13,2.708050201
rule,73,4.317488114
rum,3,1.609437912
rump,2,1.386294361
run,212,5.365976015
rung,3,1.609437912
runt,1,1.098612289
ruse,2,1.386294361
rush,20,3.091042453
rusk,10,2.48490665
russ,21,3.135494216
rust,10,2.48490665
rut,1,1.098612289
ruth,23,3.218875825
rye,4,1.791759469
s,135,4.919980926
sack,8,2.302585093
sacre,1,1.098612289
sad,35,3.610917913
safe,58,4.094344562
sag,4,1.791759469
sage,2,1.386294361
said,1961,7.582229194
sail,12,2.63905733
saint,16,2.890371758
saith,4,1.791759469
sake,41,3.761200116
sale,44,3.828641396
salle,2,1.386294361
salt,46,3.871201011
salve,3,1.609437912
sam,79,4.394449155
same,686,6.533788838
sample,57,4.077537444
san,70,4.276666119
sand,28,3.401197382
sane,8,2.302585093
sang,29,3.433987204
sank,18,2.995732274
sans,2,1.386294361
sap,1,1.098612289
sash,3,1.609437912
sat,150,5.023880521
sauce,20,3.091042453
saute,1,1.098612289
save,62,4.158883083
saw,352,5.869296913
sax,6,2.079441542
say,504,6.226536669
saying,113,4.744932128
says,200,5.308267697
scald,1,1.098612289
scale,60,4.127134385
scalp,4,1.791759469
scan,5,1.945910149
scant,5,1.945910149
scar,10,2.48490665
scarce,6,2.079441542
scare,3,1.609437912
scarf,4,1.791759469
scene,106,4.682131227
scent,6,2.079441542
scheme,33,3.555348061
schnapps,1,1.098612289
school,492,6.202535517
science,131,4.890349128
scoop,5,1.945910149
scop,1,1.098612289
scope,27,3.36729583
scops,1,1.098612289
score,66,4.219507705
scorn,4,1.791759469
scot,1,1.098612289
scotch,5,1.945910149
scots,8,2.302585093
scourge,2,1.386294361
scout,8,2.302585093
scrap,8,2.302585093
scrape,3,1.609437912
scratch,9,2.397895273
scream,13,2.708050201
screech,1,1.098612289
screen,48,3.912023005
screw,21,3.135494216
scribe,4,1.791759469
scrim,1,1.098612289
script,11,2.564949357
scrub,9,2.397895273
scuff,1,1.098612289
scuse,1,1.098612289
se,9,2.397895273
sea,95,4.574710979
seal,17,2.944438979
seam,9,2.397895273
sear,2,1.386294361
search,66,4.219507705
seat,54,4.025351691
sec,19,3.044522438
sect,2,1.386294361
see,772,6.651571874
seed,41,3.761200116
seeing,86,4.477336814
seek,69,4.262679877
seem,229,5.442417711
seen,279,5.638354669
seep,2,1.386294361
seize,6,2.079441542
self,40,3.737669618
sell,41,3.761200116
sen,30,3.465735903
send,74,4.33073334
sense,311,5.746203191
sent,145,4.990432587
#VALUE!,13028,9.47500967
seq,1,1.098612289
serge,5,1.945910149
serve,107,4.691347882
set,414,6.03068526
sew,6,2.079441542
sewn,1,1.098612289
sex,84,4.454347296
shack,1,1.098612289
shade,28,3.401197382
shaft,11,2.564949357
shag,1,1.098612289
shah,2,1.386294361
shake,17,2.944438979
shall,267,5.59471138
sham,1,1.098612289
shame,21,3.135494216
shan't,1,1.098612289
shank,1,1.098612289
shape,85,4.465908119
share,98,4.605170186
sharp,72,4.304065093
shave,6,2.079441542
shaw,9,2.397895273
shawl,3,1.609437912
shay,1,1.098612289
she,2859,7.958926493
shea,10,2.48490665
sheaf,3,1.609437912
shear,40,3.737669618
sheath,4,1.791759469
shed,11,2.564949357
sheen,2,1.386294361
sheep,23,3.218875825
sheer,15,2.833213344
sheet,45,3.850147602
sheik,4,1.791759469
shelf,12,2.63905733
shell,22,3.17805383
shield,8,2.302585093
shift,41,3.761200116
shim,1,1.098612289
shin,3,1.609437912
shine,5,1.945910149
ship,83,4.442651256
shirt,27,3.36729583
shit,2,1.386294361
shock,31,3.496507561
shod,2,1.386294361
shoe,14,2.772588722
shone,5,1.945910149
shook,57,4.077537444
shoot,27,3.36729583
shop,63,4.17438727
shore,61,4.143134726
short,212,5.365976015
shot,112,4.736198448
should,888,6.791221463
shout,9,2.397895273
shove,2,1.386294361
show,287,5.666426688
shown,166,5.123963979
shrank,1,1.098612289
shred,3,1.609437912
shrewd,8,2.302585093
shriek,5,1.945910149
shrill,7,2.197224577
shrimp,2,1.386294361
shrine,7,2.197224577
shrink,5,1.945910149
shrove,1,1.098612289
shrub,1,1.098612289
shrug,2,1.386294361
shun,1,1.098612289
shunt,1,1.098612289
shut,46,3.871201011
shute,1,1.098612289
shy,13,2.708050201
si,1,1.098612289
sic,4,1.791759469
sick,51,3.970291914
side,380,5.945420609
sidle,1,1.098612289
siege,6,2.079441542
sieve,1,1.098612289
sigh,11,2.564949357
sight,86,4.477336814
sign,94,4.564348191
silk,12,2.63905733
sill,4,1.791759469
simple,161,5.093750201
sin,53,4.007333185
since,628,6.445719819
sine,4,1.791759469
sing,34,3.583518938
single,172,5.159055299
sink,23,3.218875825
sip,2,1.386294361
sir,95,4.574710979
sit,67,4.234106505
site,64,4.189654742
six,220,5.402677382
sixth,26,3.33220451
size,138,4.941642423
sizzle,1,1.098612289
skate,1,1.098612289
skeet,2,1.386294361
sketch,16,2.890371758
ski,5,1.945910149
skid,2,1.386294361
skiff,9,2.397895273
skill,42,3.784189634
skin,47,3.891820298
skip,5,1.945910149
skirt,21,3.135494216
skit,1,1.098612289
skulk,1,1.098612289
skull,3,1.609437912
sky,58,4.094344562
skye,1,1.098612289
slab,9,2.397895273
slack,9,2.397895273
slam,3,1.609437912
slang,2,1.386294361
slant,3,1.609437912
slap,2,1.386294361
slash,3,1.609437912
slat,2,1.386294361
slate,10,2.48490665
slave,30,3.465735903
slaying,3,1.609437912
sleek,2,1.386294361
sleep,65,4.204692619
sleet,1,1.098612289
sleeve,11,2.564949357
sleight,1,1.098612289
slept,27,3.36729583
slice,13,2.708050201
slick,7,2.197224577
slid,24,3.258096538
slide,20,3.091042453
slight,53,4.007333185
slim,20,3.091042453
sling,1,1.098612289
slip,19,3.044522438
slit,6,2.079441542
slob,4,1.791759469
sloe,2,1.386294361
sloop,1,1.098612289
slop,2,1.386294361
slope,19,3.044522438
slot,6,2.079441542
slouch,1,1.098612289
slough,1,1.098612289
slow,60,4.127134385
sludge,4,1.791759469
slug,10,2.48490665
sluice,2,1.386294361
slum,8,2.302585093
slump,8,2.302585093
slung,2,1.386294361
sly,5,1.945910149
smack,4,1.791759469
small,542,6.298949247
smart,21,3.135494216
smash,4,1.791759469
smear,2,1.386294361
smell,34,3.583518938
smelt,3,1.609437912
smile,58,4.094344562
smirk,3,1.609437912
smith,54,4.025351691
smog,1,1.098612289
smoke,41,3.761200116
smooth,42,3.784189634
smug,7,2.197224577
snack,6,2.079441542
snag,3,1.609437912
snail,1,1.098612289
snake,44,3.828641396
snap,12,2.63905733
snare,1,1.098612289
snatch,4,1.791759469
snead,2,1.386294361
sneak,2,1.386294361
sneer,1,1.098612289
snick,1,1.098612289
sniff,2,1.386294361
sniffle,1,1.098612289
snook,1,1.098612289
snoop,1,1.098612289
snort,3,1.609437912
snout,1,1.098612289
snow,59,4.110873864
snug,2,1.386294361
so,1984,7.593877845
soak,7,2.197224577
soap,22,3.17805383
sock,4,1.791759469
sod,3,1.609437912
soe,1,1.098612289
soft,61,4.143134726
soil,54,4.025351691
sol,3,1.609437912
sold,47,3.891820298
sole,18,2.995732274
solve,20,3.091042453
sombre,2,1.386294361
